,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Unilever House,100 Victoria Embankment,London,EC4Y 0DY,United Kingdom,44 20 7438 2800,https://www.unilever.com,Household & Personal Products,Consumer Defensive,"Unilever PLC operates as a fast-moving consumer goods company. It operates through Beauty & Wellbeing, Personal Care, Home Care, Nutrition, and Ice Cream segments. The Beauty & Wellbeing segment engages in the sale of hair care products, such as shampoo, conditioner, and styling; skin care products including face, hand, and body moisturizer; and prestige beauty and health & wellbeing products, which includes the vitamins, minerals, and supplements. Personal Care segment offers skin cleansing products comprising soap and shower, deodorant and oral care products, such as toothpaste, toothbrush, and mouthwash products. Home Care segment engages in the sale of fabric care including washing powders and liquids, and rinse conditioners; and home and hygiene, fabric enhancers, water and air wellness products. Nutrition segment provides the sale of scratch cooking aids, which includes soups, bouillons, and seasonings; dressings products, such as mayonnaise and ketchup; and beverages and functional nutrition products including Horlicks and Boost, as well as tea products. Ice Cream segment offers ice cream products including in-home and out-of-home ice creams. It offers its products under the AXE, Bango, Ben & Jerry's, Cif, Comfort, Domestos, Dove, Equilibra, Hellmann's, Knorr, LUX, Lifebuoy, Liquid I.V., Love Beauty & Planet, Magnum, OLLY, OMO, Onnit, Rexona, Seventh Generation, SmartPants, Sunsilk, The Vegetarian Butcher, Vaseline, and Wall's brands. The company was founded in 1860 and is headquartered in London, the United Kingdom.",126988,"{'maxAge': 1, 'name': 'Mr. Hein. M. A. Schumacher', 'age': 51, 'title': 'CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 31000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,10,1,9,1693526400,1672444800,86400,2,47.33,47.495,47.495,48.07,47.33,47.495,47.495,48.07,1.74,0.0365,1691020800,0.5319,3.4,0.180555,14.644173,2320,2320,3592,2935,2935,47.525,47.7,200000,200000,120055595008,44.0,50.86,1.9720687,47.2154,47.597324,1.695,0.03581238,EUR,147104104448,0.13609,2497898000,2514779904,0.03059,0.50101,7.657,6.234818,1672444800,1703980800,1688083200,0.221,8285000192,3.26,9:20,1148256000,2.416,13.21,FRA,EQUITY,UNVB.F,UNVB.F,UNILEVER PLC,Unilever PLC,970207200,Europe/Berlin,CEST,7200000,47.74,none,6334000128,2.518,11136000000,30708000768,0.569,0.795,60878000128,140.085,24.048,0.07604,0.39900002,24167000000,7649249792,7599000064,0.239,0.027,0.4102,0.18292,0.16318001,EUR,35.5208
1,Unilever House,100 Victoria Embankment,London,EC4Y 0DY,United Kingdom,44 20 7438 2800,https://www.unilever.com,Household & Personal Products,Consumer Defensive,"Unilever PLC operates as a fast-moving consumer goods company. It operates through Beauty & Wellbeing, Personal Care, Home Care, Nutrition, and Ice Cream segments. The Beauty & Wellbeing segment engages in the sale of hair care products, such as shampoo, conditioner, and styling; skin care products including face, hand, and body moisturizer; and prestige beauty and health & wellbeing products, which includes the vitamins, minerals, and supplements. Personal Care segment offers skin cleansing products comprising soap and shower, deodorant and oral care products, such as toothpaste, toothbrush, and mouthwash products. Home Care segment engages in the sale of fabric care including washing powders and liquids, and rinse conditioners; and home and hygiene, fabric enhancers, water and air wellness products. Nutrition segment provides the sale of scratch cooking aids, which includes soups, bouillons, and seasonings; dressings products, such as mayonnaise and ketchup; and beverages and functional nutrition products including Horlicks and Boost, as well as tea products. Ice Cream segment offers ice cream products including in-home and out-of-home ice creams. It offers its products under the AXE, Bango, Ben & Jerry's, Cif, Comfort, Domestos, Dove, Equilibra, Hellmann's, Knorr, LUX, Lifebuoy, Liquid I.V., Love Beauty & Planet, Magnum, OLLY, OMO, Onnit, Rexona, Seventh Generation, SmartPants, Sunsilk, The Vegetarian Butcher, Vaseline, and Wall's brands. The company was founded in 1860 and is headquartered in London, the United Kingdom.",126988,"{'maxAge': 1, 'name': 'Mr. Graeme David Pitkethly', 'age': 55, 'title': 'CFO & Exec. Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 3100000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,10,1,9,1693526400,1672444800,86400,2,47.33,47.495,47.495,48.07,47.33,47.495,47.495,48.07,1.74,0.0365,1691020800,0.5319,3.4,0.180555,14.644173,2320,2320,3592,2935,2935,47.525,47.7,200000,200000,120055595008,44.0,50.86,1.9720687,47.2154,47.597324,1.695,0.03581238,EUR,147104104448,0.13609,2497898000,2514779904,0.03059,0.50101,7.657,6.234818,1672444800,1703980800,1688083200,0.221,8285000192,3.26,9:20,1148256000,2.416,13.21,FRA,EQUITY,UNVB.F,UNVB.F,UNILEVER PLC,Unilever PLC,970207200,Europe/Berlin,CEST,7200000,47.74,none,6334000128,2.518,11136000000,30708000768,0.569,0.795,60878000128,140.085,24.048,0.07604,0.39900002,24167000000,7649249792,7599000064,0.239,0.027,0.4102,0.18292,0.16318001,EUR,35.5208
2,Unilever House,100 Victoria Embankment,London,EC4Y 0DY,United Kingdom,44 20 7438 2800,https://www.unilever.com,Household & Personal Products,Consumer Defensive,"Unilever PLC operates as a fast-moving consumer goods company. It operates through Beauty & Wellbeing, Personal Care, Home Care, Nutrition, and Ice Cream segments. The Beauty & Wellbeing segment engages in the sale of hair care products, such as shampoo, conditioner, and styling; skin care products including face, hand, and body moisturizer; and prestige beauty and health & wellbeing products, which includes the vitamins, minerals, and supplements. Personal Care segment offers skin cleansing products comprising soap and shower, deodorant and oral care products, such as toothpaste, toothbrush, and mouthwash products. Home Care segment engages in the sale of fabric care including washing powders and liquids, and rinse conditioners; and home and hygiene, fabric enhancers, water and air wellness products. Nutrition segment provides the sale of scratch cooking aids, which includes soups, bouillons, and seasonings; dressings products, such as mayonnaise and ketchup; and beverages and functional nutrition products including Horlicks and Boost, as well as tea products. Ice Cream segment offers ice cream products including in-home and out-of-home ice creams. It offers its products under the AXE, Bango, Ben & Jerry's, Cif, Comfort, Domestos, Dove, Equilibra, Hellmann's, Knorr, LUX, Lifebuoy, Liquid I.V., Love Beauty & Planet, Magnum, OLLY, OMO, Onnit, Rexona, Seventh Generation, SmartPants, Sunsilk, The Vegetarian Butcher, Vaseline, and Wall's brands. The company was founded in 1860 and is headquartered in London, the United Kingdom.",126988,"{'maxAge': 1, 'name': 'Mr. Alan W. Jope', 'age': 58, 'title': 'Exec. Officer', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 4777000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,10,1,9,1693526400,1672444800,86400,2,47.33,47.495,47.495,48.07,47.33,47.495,47.495,48.07,1.74,0.0365,1691020800,0.5319,3.4,0.180555,14.644173,2320,2320,3592,2935,2935,47.525,47.7,200000,200000,120055595008,44.0,50.86,1.9720687,47.2154,47.597324,1.695,0.03581238,EUR,147104104448,0.13609,2497898000,2514779904,0.03059,0.50101,7.657,6.234818,1672444800,1703980800,1688083200,0.221,8285000192,3.26,9:20,1148256000,2.416,13.21,FRA,EQUITY,UNVB.F,UNVB.F,UNILEVER PLC,Unilever PLC,970207200,Europe/Berlin,CEST,7200000,47.74,none,6334000128,2.518,11136000000,30708000768,0.569,0.795,60878000128,140.085,24.048,0.07604,0.39900002,24167000000,7649249792,7599000064,0.239,0.027,0.4102,0.18292,0.16318001,EUR,35.5208
3,Unilever House,100 Victoria Embankment,London,EC4Y 0DY,United Kingdom,44 20 7438 2800,https://www.unilever.com,Household & Personal Products,Consumer Defensive,"Unilever PLC operates as a fast-moving consumer goods company. It operates through Beauty & Wellbeing, Personal Care, Home Care, Nutrition, and Ice Cream segments. The Beauty & Wellbeing segment engages in the sale of hair care products, such as shampoo, conditioner, and styling; skin care products including face, hand, and body moisturizer; and prestige beauty and health & wellbeing products, which includes the vitamins, minerals, and supplements. Personal Care segment offers skin cleansing products comprising soap and shower, deodorant and oral care products, such as toothpaste, toothbrush, and mouthwash products. Home Care segment engages in the sale of fabric care including washing powders and liquids, and rinse conditioners; and home and hygiene, fabric enhancers, water and air wellness products. Nutrition segment provides the sale of scratch cooking aids, which includes soups, bouillons, and seasonings; dressings products, such as mayonnaise and ketchup; and beverages and functional nutrition products including Horlicks and Boost, as well as tea products. Ice Cream segment offers ice cream products including in-home and out-of-home ice creams. It offers its products under the AXE, Bango, Ben & Jerry's, Cif, Comfort, Domestos, Dove, Equilibra, Hellmann's, Knorr, LUX, Lifebuoy, Liquid I.V., Love Beauty & Planet, Magnum, OLLY, OMO, Onnit, Rexona, Seventh Generation, SmartPants, Sunsilk, The Vegetarian Butcher, Vaseline, and Wall's brands. The company was founded in 1860 and is headquartered in London, the United Kingdom.",126988,"{'maxAge': 1, 'name': 'Mr. Richard  Williams', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,10,1,9,1693526400,1672444800,86400,2,47.33,47.495,47.495,48.07,47.33,47.495,47.495,48.07,1.74,0.0365,1691020800,0.5319,3.4,0.180555,14.644173,2320,2320,3592,2935,2935,47.525,47.7,200000,200000,120055595008,44.0,50.86,1.9720687,47.2154,47.597324,1.695,0.03581238,EUR,147104104448,0.13609,2497898000,2514779904,0.03059,0.50101,7.657,6.234818,1672444800,1703980800,1688083200,0.221,8285000192,3.26,9:20,1148256000,2.416,13.21,FRA,EQUITY,UNVB.F,UNVB.F,UNILEVER PLC,Unilever PLC,970207200,Europe/Berlin,CEST,7200000,47.74,none,6334000128,2.518,11136000000,30708000768,0.569,0.795,60878000128,140.085,24.048,0.07604,0.39900002,24167000000,7649249792,7599000064,0.239,0.027,0.4102,0.18292,0.16318001,EUR,35.5208
4,Unilever House,100 Victoria Embankment,London,EC4Y 0DY,United Kingdom,44 20 7438 2800,https://www.unilever.com,Household & Personal Products,Consumer Defensive,"Unilever PLC operates as a fast-moving consumer goods company. It operates through Beauty & Wellbeing, Personal Care, Home Care, Nutrition, and Ice Cream segments. The Beauty & Wellbeing segment engages in the sale of hair care products, such as shampoo, conditioner, and styling; skin care products including face, hand, and body moisturizer; and prestige beauty and health & wellbeing products, which includes the vitamins, minerals, and supplements. Personal Care segment offers skin cleansing products comprising soap and shower, deodorant and oral care products, such as toothpaste, toothbrush, and mouthwash products. Home Care segment engages in the sale of fabric care including washing powders and liquids, and rinse conditioners; and home and hygiene, fabric enhancers, water and air wellness products. Nutrition segment provides the sale of scratch cooking aids, which includes soups, bouillons, and seasonings; dressings products, such as mayonnaise and ketchup; and beverages and functional nutrition products including Horlicks and Boost, as well as tea products. Ice Cream segment offers ice cream products including in-home and out-of-home ice creams. It offers its products under the AXE, Bango, Ben & Jerry's, Cif, Comfort, Domestos, Dove, Equilibra, Hellmann's, Knorr, LUX, Lifebuoy, Liquid I.V., Love Beauty & Planet, Magnum, OLLY, OMO, Onnit, Rexona, Seventh Generation, SmartPants, Sunsilk, The Vegetarian Butcher, Vaseline, and Wall's brands. The company was founded in 1860 and is headquartered in London, the United Kingdom.",126988,"{'maxAge': 1, 'name': 'Ms. Maria Rosaria Varsellona J.D., L.L.B.', 'age': 52, 'title': 'Chief Legal Officer & Group Sec.', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,10,1,9,1693526400,1672444800,86400,2,47.33,47.495,47.495,48.07,47.33,47.495,47.495,48.07,1.74,0.0365,1691020800,0.5319,3.4,0.180555,14.644173,2320,2320,3592,2935,2935,47.525,47.7,200000,200000,120055595008,44.0,50.86,1.9720687,47.2154,47.597324,1.695,0.03581238,EUR,147104104448,0.13609,2497898000,2514779904,0.03059,0.50101,7.657,6.234818,1672444800,1703980800,1688083200,0.221,8285000192,3.26,9:20,1148256000,2.416,13.21,FRA,EQUITY,UNVB.F,UNVB.F,UNILEVER PLC,Unilever PLC,970207200,Europe/Berlin,CEST,7200000,47.74,none,6334000128,2.518,11136000000,30708000768,0.569,0.795,60878000128,140.085,24.048,0.07604,0.39900002,24167000000,7649249792,7599000064,0.239,0.027,0.4102,0.18292,0.16318001,EUR,35.5208
5,Unilever House,100 Victoria Embankment,London,EC4Y 0DY,United Kingdom,44 20 7438 2800,https://www.unilever.com,Household & Personal Products,Consumer Defensive,"Unilever PLC operates as a fast-moving consumer goods company. It operates through Beauty & Wellbeing, Personal Care, Home Care, Nutrition, and Ice Cream segments. The Beauty & Wellbeing segment engages in the sale of hair care products, such as shampoo, conditioner, and styling; skin care products including face, hand, and body moisturizer; and prestige beauty and health & wellbeing products, which includes the vitamins, minerals, and supplements. Personal Care segment offers skin cleansing products comprising soap and shower, deodorant and oral care products, such as toothpaste, toothbrush, and mouthwash products. Home Care segment engages in the sale of fabric care including washing powders and liquids, and rinse conditioners; and home and hygiene, fabric enhancers, water and air wellness products. Nutrition segment provides the sale of scratch cooking aids, which includes soups, bouillons, and seasonings; dressings products, such as mayonnaise and ketchup; and beverages and functional nutrition products including Horlicks and Boost, as well as tea products. Ice Cream segment offers ice cream products including in-home and out-of-home ice creams. It offers its products under the AXE, Bango, Ben & Jerry's, Cif, Comfort, Domestos, Dove, Equilibra, Hellmann's, Knorr, LUX, Lifebuoy, Liquid I.V., Love Beauty & Planet, Magnum, OLLY, OMO, Onnit, Rexona, Seventh Generation, SmartPants, Sunsilk, The Vegetarian Butcher, Vaseline, and Wall's brands. The company was founded in 1860 and is headquartered in London, the United Kingdom.",126988,"{'maxAge': 1, 'name': 'Mr. Nitin  Paranjpe', 'age': 59, 'title': 'Chief People & Transformation Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,10,1,9,1693526400,1672444800,86400,2,47.33,47.495,47.495,48.07,47.33,47.495,47.495,48.07,1.74,0.0365,1691020800,0.5319,3.4,0.180555,14.644173,2320,2320,3592,2935,2935,47.525,47.7,200000,200000,120055595008,44.0,50.86,1.9720687,47.2154,47.597324,1.695,0.03581238,EUR,147104104448,0.13609,2497898000,2514779904,0.03059,0.50101,7.657,6.234818,1672444800,1703980800,1688083200,0.221,8285000192,3.26,9:20,1148256000,2.416,13.21,FRA,EQUITY,UNVB.F,UNVB.F,UNILEVER PLC,Unilever PLC,970207200,Europe/Berlin,CEST,7200000,47.74,none,6334000128,2.518,11136000000,30708000768,0.569,0.795,60878000128,140.085,24.048,0.07604,0.39900002,24167000000,7649249792,7599000064,0.239,0.027,0.4102,0.18292,0.16318001,EUR,35.5208
6,Unilever House,100 Victoria Embankment,London,EC4Y 0DY,United Kingdom,44 20 7438 2800,https://www.unilever.com,Household & Personal Products,Consumer Defensive,"Unilever PLC operates as a fast-moving consumer goods company. It operates through Beauty & Wellbeing, Personal Care, Home Care, Nutrition, and Ice Cream segments. The Beauty & Wellbeing segment engages in the sale of hair care products, such as shampoo, conditioner, and styling; skin care products including face, hand, and body moisturizer; and prestige beauty and health & wellbeing products, which includes the vitamins, minerals, and supplements. Personal Care segment offers skin cleansing products comprising soap and shower, deodorant and oral care products, such as toothpaste, toothbrush, and mouthwash products. Home Care segment engages in the sale of fabric care including washing powders and liquids, and rinse conditioners; and home and hygiene, fabric enhancers, water and air wellness products. Nutrition segment provides the sale of scratch cooking aids, which includes soups, bouillons, and seasonings; dressings products, such as mayonnaise and ketchup; and beverages and functional nutrition products including Horlicks and Boost, as well as tea products. Ice Cream segment offers ice cream products including in-home and out-of-home ice creams. It offers its products under the AXE, Bango, Ben & Jerry's, Cif, Comfort, Domestos, Dove, Equilibra, Hellmann's, Knorr, LUX, Lifebuoy, Liquid I.V., Love Beauty & Planet, Magnum, OLLY, OMO, Onnit, Rexona, Seventh Generation, SmartPants, Sunsilk, The Vegetarian Butcher, Vaseline, and Wall's brands. The company was founded in 1860 and is headquartered in London, the United Kingdom.",126988,"{'maxAge': 1, 'name': 'Mr. Julian  Thurston', 'title': 'Head of Secretariat', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,10,1,9,1693526400,1672444800,86400,2,47.33,47.495,47.495,48.07,47.33,47.495,47.495,48.07,1.74,0.0365,1691020800,0.5319,3.4,0.180555,14.644173,2320,2320,3592,2935,2935,47.525,47.7,200000,200000,120055595008,44.0,50.86,1.9720687,47.2154,47.597324,1.695,0.03581238,EUR,147104104448,0.13609,2497898000,2514779904,0.03059,0.50101,7.657,6.234818,1672444800,1703980800,1688083200,0.221,8285000192,3.26,9:20,1148256000,2.416,13.21,FRA,EQUITY,UNVB.F,UNVB.F,UNILEVER PLC,Unilever PLC,970207200,Europe/Berlin,CEST,7200000,47.74,none,6334000128,2.518,11136000000,30708000768,0.569,0.795,60878000128,140.085,24.048,0.07604,0.39900002,24167000000,7649249792,7599000064,0.239,0.027,0.4102,0.18292,0.16318001,EUR,35.5208
7,Unilever House,100 Victoria Embankment,London,EC4Y 0DY,United Kingdom,44 20 7438 2800,https://www.unilever.com,Household & Personal Products,Consumer Defensive,"Unilever PLC operates as a fast-moving consumer goods company. It operates through Beauty & Wellbeing, Personal Care, Home Care, Nutrition, and Ice Cream segments. The Beauty & Wellbeing segment engages in the sale of hair care products, such as shampoo, conditioner, and styling; skin care products including face, hand, and body moisturizer; and prestige beauty and health & wellbeing products, which includes the vitamins, minerals, and supplements. Personal Care segment offers skin cleansing products comprising soap and shower, deodorant and oral care products, such as toothpaste, toothbrush, and mouthwash products. Home Care segment engages in the sale of fabric care including washing powders and liquids, and rinse conditioners; and home and hygiene, fabric enhancers, water and air wellness products. Nutrition segment provides the sale of scratch cooking aids, which includes soups, bouillons, and seasonings; dressings products, such as mayonnaise and ketchup; and beverages and functional nutrition products including Horlicks and Boost, as well as tea products. Ice Cream segment offers ice cream products including in-home and out-of-home ice creams. It offers its products under the AXE, Bango, Ben & Jerry's, Cif, Comfort, Domestos, Dove, Equilibra, Hellmann's, Knorr, LUX, Lifebuoy, Liquid I.V., Love Beauty & Planet, Magnum, OLLY, OMO, Onnit, Rexona, Seventh Generation, SmartPants, Sunsilk, The Vegetarian Butcher, Vaseline, and Wall's brands. The company was founded in 1860 and is headquartered in London, the United Kingdom.",126988,"{'maxAge': 1, 'name': 'Mr. Bruno  Witvoët', 'age': 59, 'title': 'Pres of Unilever Africa', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,10,1,9,1693526400,1672444800,86400,2,47.33,47.495,47.495,48.07,47.33,47.495,47.495,48.07,1.74,0.0365,1691020800,0.5319,3.4,0.180555,14.644173,2320,2320,3592,2935,2935,47.525,47.7,200000,200000,120055595008,44.0,50.86,1.9720687,47.2154,47.597324,1.695,0.03581238,EUR,147104104448,0.13609,2497898000,2514779904,0.03059,0.50101,7.657,6.234818,1672444800,1703980800,1688083200,0.221,8285000192,3.26,9:20,1148256000,2.416,13.21,FRA,EQUITY,UNVB.F,UNVB.F,UNILEVER PLC,Unilever PLC,970207200,Europe/Berlin,CEST,7200000,47.74,none,6334000128,2.518,11136000000,30708000768,0.569,0.795,60878000128,140.085,24.048,0.07604,0.39900002,24167000000,7649249792,7599000064,0.239,0.027,0.4102,0.18292,0.16318001,EUR,35.5208
8,Unilever House,100 Victoria Embankment,London,EC4Y 0DY,United Kingdom,44 20 7438 2800,https://www.unilever.com,Household & Personal Products,Consumer Defensive,"Unilever PLC operates as a fast-moving consumer goods company. It operates through Beauty & Wellbeing, Personal Care, Home Care, Nutrition, and Ice Cream segments. The Beauty & Wellbeing segment engages in the sale of hair care products, such as shampoo, conditioner, and styling; skin care products including face, hand, and body moisturizer; and prestige beauty and health & wellbeing products, which includes the vitamins, minerals, and supplements. Personal Care segment offers skin cleansing products comprising soap and shower, deodorant and oral care products, such as toothpaste, toothbrush, and mouthwash products. Home Care segment engages in the sale of fabric care including washing powders and liquids, and rinse conditioners; and home and hygiene, fabric enhancers, water and air wellness products. Nutrition segment provides the sale of scratch cooking aids, which includes soups, bouillons, and seasonings; dressings products, such as mayonnaise and ketchup; and beverages and functional nutrition products including Horlicks and Boost, as well as tea products. Ice Cream segment offers ice cream products including in-home and out-of-home ice creams. It offers its products under the AXE, Bango, Ben & Jerry's, Cif, Comfort, Domestos, Dove, Equilibra, Hellmann's, Knorr, LUX, Lifebuoy, Liquid I.V., Love Beauty & Planet, Magnum, OLLY, OMO, Onnit, Rexona, Seventh Generation, SmartPants, Sunsilk, The Vegetarian Butcher, Vaseline, and Wall's brands. The company was founded in 1860 and is headquartered in London, the United Kingdom.",126988,"{'maxAge': 1, 'name': 'Mr. Matt  Close', 'age': 52, 'title': 'Bus. Group Pres of Ice Cream', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,10,1,9,1693526400,1672444800,86400,2,47.33,47.495,47.495,48.07,47.33,47.495,47.495,48.07,1.74,0.0365,1691020800,0.5319,3.4,0.180555,14.644173,2320,2320,3592,2935,2935,47.525,47.7,200000,200000,120055595008,44.0,50.86,1.9720687,47.2154,47.597324,1.695,0.03581238,EUR,147104104448,0.13609,2497898000,2514779904,0.03059,0.50101,7.657,6.234818,1672444800,1703980800,1688083200,0.221,8285000192,3.26,9:20,1148256000,2.416,13.21,FRA,EQUITY,UNVB.F,UNVB.F,UNILEVER PLC,Unilever PLC,970207200,Europe/Berlin,CEST,7200000,47.74,none,6334000128,2.518,11136000000,30708000768,0.569,0.795,60878000128,140.085,24.048,0.07604,0.39900002,24167000000,7649249792,7599000064,0.239,0.027,0.4102,0.18292,0.16318001,EUR,35.5208
9,Unilever House,100 Victoria Embankment,London,EC4Y 0DY,United Kingdom,44 20 7438 2800,https://www.unilever.com,Household & Personal Products,Consumer Defensive,"Unilever PLC operates as a fast-moving consumer goods company. It operates through Beauty & Wellbeing, Personal Care, Home Care, Nutrition, and Ice Cream segments. The Beauty & Wellbeing segment engages in the sale of hair care products, such as shampoo, conditioner, and styling; skin care products including face, hand, and body moisturizer; and prestige beauty and health & wellbeing products, which includes the vitamins, minerals, and supplements. Personal Care segment offers skin cleansing products comprising soap and shower, deodorant and oral care products, such as toothpaste, toothbrush, and mouthwash products. Home Care segment engages in the sale of fabric care including washing powders and liquids, and rinse conditioners; and home and hygiene, fabric enhancers, water and air wellness products. Nutrition segment provides the sale of scratch cooking aids, which includes soups, bouillons, and seasonings; dressings products, such as mayonnaise and ketchup; and beverages and functional nutrition products including Horlicks and Boost, as well as tea products. Ice Cream segment offers ice cream products including in-home and out-of-home ice creams. It offers its products under the AXE, Bango, Ben & Jerry's, Cif, Comfort, Domestos, Dove, Equilibra, Hellmann's, Knorr, LUX, Lifebuoy, Liquid I.V., Love Beauty & Planet, Magnum, OLLY, OMO, Onnit, Rexona, Seventh Generation, SmartPants, Sunsilk, The Vegetarian Butcher, Vaseline, and Wall's brands. The company was founded in 1860 and is headquartered in London, the United Kingdom.",126988,"{'maxAge': 1, 'name': 'Mr. Tim  Munden', 'title': 'Chief Learning Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,10,1,9,1693526400,1672444800,86400,2,47.33,47.495,47.495,48.07,47.33,47.495,47.495,48.07,1.74,0.0365,1691020800,0.5319,3.4,0.180555,14.644173,2320,2320,3592,2935,2935,47.525,47.7,200000,200000,120055595008,44.0,50.86,1.9720687,47.2154,47.597324,1.695,0.03581238,EUR,147104104448,0.13609,2497898000,2514779904,0.03059,0.50101,7.657,6.234818,1672444800,1703980800,1688083200,0.221,8285000192,3.26,9:20,1148256000,2.416,13.21,FRA,EQUITY,UNVB.F,UNVB.F,UNILEVER PLC,Unilever PLC,970207200,Europe/Berlin,CEST,7200000,47.74,none,6334000128,2.518,11136000000,30708000768,0.569,0.795,60878000128,140.085,24.048,0.07604,0.39900002,24167000000,7649249792,7599000064,0.239,0.027,0.4102,0.18292,0.16318001,EUR,35.5208
