Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-05-08 00:00:00-04:00,15.0,15.229999542236328,14.510000228881836,15.0,5433455,0.0,0.0,0.0
2014-05-09 00:00:00-04:00,15.5,15.69950008392334,15.0,15.010000228881836,174490,0.0,0.0,0.0
2014-05-12 00:00:00-04:00,14.979999542236328,15.199999809265137,14.979999542236328,15.130000114440918,87551,0.0,0.0,0.0
2014-05-13 00:00:00-04:00,15.050000190734863,15.130000114440918,15.0,15.0,34934,0.0,0.0,0.0
2014-05-14 00:00:00-04:00,15.010000228881836,15.100000381469727,14.850000381469727,15.100000381469727,70848,0.0,0.0,0.0
2014-05-15 00:00:00-04:00,15.199999809265137,15.204999923706055,14.930999755859375,15.079999923706055,50168,0.0,0.0,0.0
2014-05-16 00:00:00-04:00,15.0,15.050000190734863,14.949999809265137,15.0,49531,0.0,0.0,0.0
2014-05-19 00:00:00-04:00,14.989999771118164,15.0,14.899999618530273,14.989999771118164,124440,0.0,0.0,0.0
2014-05-20 00:00:00-04:00,15.0,15.140000343322754,14.930000305175781,15.0,171944,0.0,0.0,0.0
2014-05-21 00:00:00-04:00,15.010000228881836,15.1899995803833,15.010000228881836,15.050000190734863,74532,0.0,0.0,0.0
2014-05-22 00:00:00-04:00,15.050000190734863,15.069999694824219,14.899999618530273,14.989999771118164,115294,0.0,0.0,0.0
2014-05-23 00:00:00-04:00,15.0,15.050000190734863,14.90999984741211,15.0,85815,0.0,0.0,0.0
2014-05-27 00:00:00-04:00,15.0600004196167,15.0600004196167,14.90999984741211,15.0,135157,0.0,0.0,0.0
2014-05-28 00:00:00-04:00,14.90999984741211,15.09000015258789,14.899999618530273,14.899999618530273,123860,0.0,0.0,0.0
2014-05-29 00:00:00-04:00,15.010000228881836,15.039999961853027,14.899999618530273,14.9399995803833,101793,0.0,0.0,0.0
2014-05-30 00:00:00-04:00,14.960000038146973,14.989999771118164,14.925000190734863,14.949999809265137,149011,0.0,0.0,0.0
2014-06-02 00:00:00-04:00,15.0,15.0,13.944999694824219,14.899999618530273,355454,0.0,0.0,0.0
2014-06-03 00:00:00-04:00,14.850000381469727,14.954999923706055,14.649999618530273,14.699999809265137,121118,0.0,0.0,0.0
2014-06-04 00:00:00-04:00,14.59000015258789,14.779999732971191,14.4399995803833,14.59000015258789,74852,0.0,0.0,0.0
2014-06-05 00:00:00-04:00,15.100000381469727,15.100000381469727,14.59000015258789,15.050000190734863,245664,0.0,0.0,0.0
2014-06-06 00:00:00-04:00,14.960000038146973,15.100000381469727,13.710000038146973,14.600000381469727,105141,0.0,0.0,0.0
2014-06-09 00:00:00-04:00,14.6899995803833,14.859999656677246,14.550000190734863,14.760000228881836,172070,0.0,0.0,0.0
2014-06-10 00:00:00-04:00,14.670000076293945,14.880000114440918,14.529999732971191,14.729999542236328,50115,0.0,0.0,0.0
2014-06-11 00:00:00-04:00,14.699999809265137,15.029999732971191,14.619999885559082,14.899999618530273,156711,0.0,0.0,0.0
2014-06-12 00:00:00-04:00,14.979999542236328,15.039999961853027,14.619999885559082,14.819999694824219,117597,0.0,0.0,0.0
2014-06-13 00:00:00-04:00,14.649999618530273,14.899999618530273,14.649999618530273,14.899999618530273,74559,0.0,0.0,0.0
2014-06-16 00:00:00-04:00,14.779999732971191,15.100000381469727,14.720000267028809,14.869999885559082,163332,0.0,0.0,0.0
2014-06-17 00:00:00-04:00,14.8100004196167,15.670000076293945,14.760000228881836,15.65999984741211,168090,0.0,0.0,0.0
2014-06-18 00:00:00-04:00,15.770000457763672,16.420000076293945,15.26200008392334,16.229999542236328,405060,0.0,0.0,0.0
2014-06-19 00:00:00-04:00,15.960000038146973,16.489999771118164,15.020000457763672,15.4399995803833,204500,0.0,0.0,0.0
